384549	{"image_id": "refcrack_0009162_0009162_03_1", "width": 416, "height": 416, "vrt_indices": [536, 566, 567, 598, 628, 629, 659, 689, 719, 749, 779, 780, 810], "patch_points": [[203.0, 260.0], [217.0, 271.0], [230.0, 275.0], [258.0, 287.0], [272.0, 300.0], [285.0, 304.0], [301.0, 314.0], [316.0, 327.0], [329.0, 342.0], [343.0, 355.0], [358.0, 369.0], [369.0, 373.0], [382.0, 385.0]], "conversations": [{"role": "user", "content": [{"type": "image", "image": "/home/yrquni/Downloads/Unilab/PaDT/dataset/dataset_root/images/0009162.png"}, {"type": "text", "text": "从画面中下部朝右下角伸展的裂缝"}]}, {"role": "assistant", "content": [{"type": "text", "text": "<|object_ref_start|><|box_start|><612><473><942><930><|box_end|><|point_start|><775><726><|point_end|>"}]}], "boxes": [{"bbox": [197.0, 255.0, 387.0, 392.0], "point": [302.0610789121712, 322.66161390994205], "phrase": "从画面中下部朝右下角伸展的裂缝"}], "caption": "从画面中下部朝右下角伸展的裂缝"}
422729	{"image_id": "refcrack_0009162_0009162_03_2", "width": 416, "height": 416, "vrt_indices": [536, 566, 567, 598, 628, 629, 659, 689, 719, 749, 779, 780, 810], "patch_points": [[203.0, 260.0], [217.0, 271.0], [230.0, 275.0], [258.0, 287.0], [272.0, 300.0], [285.0, 304.0], [301.0, 314.0], [316.0, 327.0], [329.0, 342.0], [343.0, 355.0], [358.0, 369.0], [369.0, 373.0], [382.0, 385.0]], "conversations": [{"role": "user", "content": [{"type": "image", "image": "/home/yrquni/Downloads/Unilab/PaDT/dataset/dataset_root/images/0009162.png"}, {"type": "text", "text": "与左侧裂缝在中下部相交后向右下延伸的裂缝"}]}, {"role": "assistant", "content": [{"type": "text", "text": "<|object_ref_start|><|box_start|><612><473><942><930><|box_end|><|point_start|><775><726><|point_end|>"}]}], "boxes": [{"bbox": [197.0, 255.0, 387.0, 392.0], "point": [302.0610789121712, 322.66161390994205], "phrase": "与左侧裂缝在中下部相交后向右下延伸的裂缝"}], "caption": "与左侧裂缝在中下部相交后向右下延伸的裂缝"}
460909	{"image_id": "refcrack_0009162_0009162_03_3", "width": 416, "height": 416, "vrt_indices": [536, 566, 567, 598, 628, 629, 659, 689, 719, 749, 779, 780, 810], "patch_points": [[203.0, 260.0], [217.0, 271.0], [230.0, 275.0], [258.0, 287.0], [272.0, 300.0], [285.0, 304.0], [301.0, 314.0], [316.0, 327.0], [329.0, 342.0], [343.0, 355.0], [358.0, 369.0], [369.0, 373.0], [382.0, 385.0]], "conversations": [{"role": "user", "content": [{"type": "image", "image": "/home/yrquni/Downloads/Unilab/PaDT/dataset/dataset_root/images/0009162.png"}, {"type": "text", "text": "中下部起始、线条连贯地向右下角斜去的裂缝"}]}, {"role": "assistant", "content": [{"type": "text", "text": "<|object_ref_start|><|box_start|><612><473><942><930><|box_end|><|point_start|><775><726><|point_end|>"}]}], "boxes": [{"bbox": [197.0, 255.0, 387.0, 392.0], "point": [302.0610789121712, 322.66161390994205], "phrase": "中下部起始、线条连贯地向右下角斜去的裂缝"}], "caption": "中下部起始、线条连贯地向右下角斜去的裂缝"}
499089	{"image_id": "refcrack_0009162_0009162_03_4", "width": 416, "height": 416, "vrt_indices": [536, 566, 567, 598, 628, 629, 659, 689, 719, 749, 779, 780, 810], "patch_points": [[203.0, 260.0], [217.0, 271.0], [230.0, 275.0], [258.0, 287.0], [272.0, 300.0], [285.0, 304.0], [301.0, 314.0], [316.0, 327.0], [329.0, 342.0], [343.0, 355.0], [358.0, 369.0], [369.0, 373.0], [382.0, 385.0]], "conversations": [{"role": "user", "content": [{"type": "image", "image": "/home/yrquni/Downloads/Unilab/PaDT/dataset/dataset_root/images/0009162.png"}, {"type": "text", "text": "在带斑驳纹理的浅色基底上，从中下部斜向略带弯曲通向右下角的裂缝"}]}, {"role": "assistant", "content": [{"type": "text", "text": "<|object_ref_start|><|box_start|><612><473><942><930><|box_end|><|point_start|><775><726><|point_end|>"}]}], "boxes": [{"bbox": [197.0, 255.0, 387.0, 392.0], "point": [302.0610789121712, 322.66161390994205], "phrase": "在带斑驳纹理的浅色基底上，从中下部斜向略带弯曲通向右下角的裂缝"}], "caption": "在带斑驳纹理的浅色基底上，从中下部斜向略带弯曲通向右下角的裂缝"}
537269	{"image_id": "refcrack_0009175_0009175_00_0", "width": 416, "height": 416, "vrt_indices": [235, 263, 265, 295, 296, 297, 298, 299, 329, 330, 360, 361, 362, 391, 392, 394, 395, 396, 422, 423, 426, 427, 456, 457, 458], "patch_points": [[47.0, 121.0], [30.0, 128.0], [62.0, 135.0], [77.0, 146.0], [90.0, 147.0], [104.0, 145.0], [119.0, 144.0], [133.0, 146.0], [148.0, 159.0], [160.0, 161.0], [175.0, 171.0], [189.0, 174.0], [201.0, 177.0], [202.0, 185.0], [218.0, 187.0], [245.0, 190.0], [259.0, 189.0], [273.0, 190.0], [232.0, 198.0], [242.0, 198.0], [288.0, 198.0], [300.0, 203.0], [304.0, 214.0], [314.0, 213.0], [329.0, 214.0]], "conversations": [{"role": "user", "content": [{"type": "image", "image": "/home/yrquni/Downloads/Unilab/PaDT/dataset/dataset_root/images/0009175.png"}, {"type": "text", "text": "中上部蜿蜒延伸的裂缝"}]}, {"role": "assistant", "content": [{"type": "text", "text": "<|object_ref_start|><|box_start|><271><33><531><805><|box_end|><|point_start|><406><436><|point_end|>"}]}], "boxes": [{"bbox": [14.0, 113.0, 335.0, 221.0], "point": [181.4383744170553, 168.9553630912725], "phrase": "中上部蜿蜒延伸的裂缝"}], "caption": "中上部蜿蜒延伸的裂缝"}
565373	{"image_id": "refcrack_0009175_0009175_00_1", "width": 416, "height": 416, "vrt_indices": [235, 263, 265, 295, 296, 297, 298, 299, 329, 330, 360, 361, 362, 391, 392, 394, 395, 396, 422, 423, 426, 427, 456, 457, 458], "patch_points": [[47.0, 121.0], [30.0, 128.0], [62.0, 135.0], [77.0, 146.0], [90.0, 147.0], [104.0, 145.0], [119.0, 144.0], [133.0, 146.0], [148.0, 159.0], [160.0, 161.0], [175.0, 171.0], [189.0, 174.0], [201.0, 177.0], [202.0, 185.0], [218.0, 187.0], [245.0, 190.0], [259.0, 189.0], [273.0, 190.0], [232.0, 198.0], [242.0, 198.0], [288.0, 198.0], [300.0, 203.0], [304.0, 214.0], [314.0, 213.0], [329.0, 214.0]], "conversations": [{"role": "user", "content": [{"type": "image", "image": "/home/yrquni/Downloads/Unilab/PaDT/dataset/dataset_root/images/0009175.png"}, {"type": "text", "text": "下方水平裂缝上方的曲折裂缝"}]}, {"role": "assistant", "content": [{"type": "text", "text": "<|object_ref_start|><|box_start|><271><33><531><805><|box_end|><|point_start|><406><436><|point_end|>"}]}], "boxes": [{"bbox": [14.0, 113.0, 335.0, 221.0], "point": [181.4383744170553, 168.9553630912725], "phrase": "下方水平裂缝上方的曲折裂缝"}], "caption": "下方水平裂缝上方的曲折裂缝"}
593477	{"image_id": "refcrack_0009175_0009175_00_4", "width": 416, "height": 416, "vrt_indices": [235, 263, 265, 295, 296, 297, 298, 299, 329, 330, 360, 361, 362, 391, 392, 394, 395, 396, 422, 423, 426, 427, 456, 457, 458], "patch_points": [[47.0, 121.0], [30.0, 128.0], [62.0, 135.0], [77.0, 146.0], [90.0, 147.0], [104.0, 145.0], [119.0, 144.0], [133.0, 146.0], [148.0, 159.0], [160.0, 161.0], [175.0, 171.0], [189.0, 174.0], [201.0, 177.0], [202.0, 185.0], [218.0, 187.0], [245.0, 190.0], [259.0, 189.0], [273.0, 190.0], [232.0, 198.0], [242.0, 198.0], [288.0, 198.0], [300.0, 203.0], [304.0, 214.0], [314.0, 213.0], [329.0, 214.0]], "conversations": [{"role": "user", "content": [{"type": "image", "image": "/home/yrquni/Downloads/Unilab/PaDT/dataset/dataset_root/images/0009175.png"}, {"type": "text", "text": "墙面中上部、比下方裂缝更弯曲且途经霉斑的裂缝"}]}, {"role": "assistant", "content": [{"type": "text", "text": "<|object_ref_start|><|box_start|><271><33><531><805><|box_end|><|point_start|><406><436><|point_end|>"}]}], "boxes": [{"bbox": [14.0, 113.0, 335.0, 221.0], "point": [181.4383744170553, 168.9553630912725], "phrase": "墙面中上部、比下方裂缝更弯曲且途经霉斑的裂缝"}], "caption": "墙面中上部、比下方裂缝更弯曲且途经霉斑的裂缝"}
621581	{"image_id": "refcrack_0009175_0009175_02_0", "width": 416, "height": 416, "vrt_indices": [558, 588, 589, 590, 591, 592, 593, 622, 623, 624, 625, 626, 655, 656, 657, 658, 659, 660, 661, 691, 692, 693, 722, 723], "patch_points": [[104.0, 276.0], [119.0, 284.0], [133.0, 285.0], [147.0, 286.0], [160.0, 288.0], [174.0, 288.0], [187.0, 289.0], [189.0, 298.0], [203.0, 299.0], [216.0, 301.0], [230.0, 303.0], [244.0, 304.0], [245.0, 311.0], [259.0, 313.0], [272.0, 313.0], [287.0, 314.0], [301.0, 316.0], [315.0, 315.0], [327.0, 317.0], [343.0, 328.0], [356.0, 329.0], [369.0, 332.0], [372.0, 340.0], [384.0, 341.0]], "conversations": [{"role": "user", "content": [{"type": "image", "image": "/home/yrquni/Downloads/Unilab/PaDT/dataset/dataset_root/images/0009175.png"}, {"type": "text", "text": "中下部横着的一道弯裂缝"}]}, {"role": "assistant", "content": [{"type": "text", "text": "<|object_ref_start|><|box_start|><641><211><836><949><|box_end|><|point_start|><734><574><|point_end|>"}]}], "boxes": [{"bbox": [88.0, 267.0, 395.0, 348.0], "point": [238.7983152827918, 305.6012033694344], "phrase": "中下部横着的一道弯裂缝"}], "caption": "中下部横着的一道弯裂缝"}
649685	{"image_id": "refcrack_0009175_0009175_02_2", "width": 416, "height": 416, "vrt_indices": [558, 588, 589, 590, 591, 592, 593, 622, 623, 624, 625, 626, 655, 656, 657, 658, 659, 660, 661, 691, 692, 693, 722, 723], "patch_points": [[104.0, 276.0], [119.0, 284.0], [133.0, 285.0], [147.0, 286.0], [160.0, 288.0], [174.0, 288.0], [187.0, 289.0], [189.0, 298.0], [203.0, 299.0], [216.0, 301.0], [230.0, 303.0], [244.0, 304.0], [245.0, 311.0], [259.0, 313.0], [272.0, 313.0], [287.0, 314.0], [301.0, 316.0], [315.0, 315.0], [327.0, 317.0], [343.0, 328.0], [356.0, 329.0], [369.0, 332.0], [372.0, 340.0], [384.0, 341.0]], "conversations": [{"role": "user", "content": [{"type": "image", "image": "/home/yrquni/Downloads/Unilab/PaDT/dataset/dataset_root/images/0009175.png"}, {"type": "text", "text": "斑驳墙中间靠下、挺长且边不平整的裂缝"}]}, {"role": "assistant", "content": [{"type": "text", "text": "<|object_ref_start|><|box_start|><641><211><836><949><|box_end|><|point_start|><734><574><|point_end|>"}]}], "boxes": [{"bbox": [88.0, 267.0, 395.0, 348.0], "point": [238.7983152827918, 305.6012033694344], "phrase": "斑驳墙中间靠下、挺长且边不平整的裂缝"}], "caption": "斑驳墙中间靠下、挺长且边不平整的裂缝"}
677789	{"image_id": "refcrack_0009175_0009175_02_4", "width": 416, "height": 416, "vrt_indices": [558, 588, 589, 590, 591, 592, 593, 622, 623, 624, 625, 626, 655, 656, 657, 658, 659, 660, 661, 691, 692, 693, 722, 723], "patch_points": [[104.0, 276.0], [119.0, 284.0], [133.0, 285.0], [147.0, 286.0], [160.0, 288.0], [174.0, 288.0], [187.0, 289.0], [189.0, 298.0], [203.0, 299.0], [216.0, 301.0], [230.0, 303.0], [244.0, 304.0], [245.0, 311.0], [259.0, 313.0], [272.0, 313.0], [287.0, 314.0], [301.0, 316.0], [315.0, 315.0], [327.0, 317.0], [343.0, 328.0], [356.0, 329.0], [369.0, 332.0], [372.0, 340.0], [384.0, 341.0]], "conversations": [{"role": "user", "content": [{"type": "image", "image": "/home/yrquni/Downloads/Unilab/PaDT/dataset/dataset_root/images/0009175.png"}, {"type": "text", "text": "左边偏下开始，往右下方弯着、边缘有点糙的裂缝"}]}, {"role": "assistant", "content": [{"type": "text", "text": "<|object_ref_start|><|box_start|><641><211><836><949><|box_end|><|point_start|><734><574><|point_end|>"}]}], "boxes": [{"bbox": [88.0, 267.0, 395.0, 348.0], "point": [238.7983152827918, 305.6012033694344], "phrase": "左边偏下开始，往右下方弯着、边缘有点糙的裂缝"}], "caption": "左边偏下开始，往右下方弯着、边缘有点糙的裂缝"}
705893	{"image_id": "refcrack_0009176_0009176_00_0", "width": 416, "height": 416, "vrt_indices": [91, 120, 150, 179, 209, 238, 267, 296, 355, 384, 413, 442, 501, 530, 559, 589, 618, 647, 676], "patch_points": [[61.0, 48.0], [63.0, 62.0], [74.0, 77.0], [76.0, 91.0], [87.0, 106.0], [89.0, 118.0], [88.0, 132.0], [91.0, 146.0], [99.0, 176.0], [101.0, 189.0], [102.0, 203.0], [105.0, 216.0], [117.0, 245.0], [117.0, 258.0], [118.0, 273.0], [129.0, 287.0], [129.0, 301.0], [130.0, 315.0], [132.0, 328.0]], "conversations": [{"role": "user", "content": [{"type": "image", "image": "/home/yrquni/Downloads/Unilab/PaDT/dataset/dataset_root/images/0009176.png"}, {"type": "text", "text": "左边一道竖着的长裂缝"}]}, {"role": "assistant", "content": [{"type": "text", "text": "<|object_ref_start|><|box_start|><67><115><805><341><|box_end|><|point_start|><442><234><|point_end|>"}]}], "boxes": [{"bbox": [48.0, 28.0, 142.0, 335.0], "point": [97.68546637744035, 184.23692456013498], "phrase": "左边一道竖着的长裂缝"}], "caption": "左边一道竖着的长裂缝"}
734297	{"image_id": "refcrack_0009176_0009176_00_1", "width": 416, "height": 416, "vrt_indices": [91, 120, 150, 179, 209, 238, 267, 296, 355, 384, 413, 442, 501, 530, 559, 589, 618, 647, 676], "patch_points": [[61.0, 48.0], [63.0, 62.0], [74.0, 77.0], [76.0, 91.0], [87.0, 106.0], [89.0, 118.0], [88.0, 132.0], [91.0, 146.0], [99.0, 176.0], [101.0, 189.0], [102.0, 203.0], [105.0, 216.0], [117.0, 245.0], [117.0, 258.0], [118.0, 273.0], [129.0, 287.0], [129.0, 301.0], [130.0, 315.0], [132.0, 328.0]], "conversations": [{"role": "user", "content": [{"type": "image", "image": "/home/yrquni/Downloads/Unilab/PaDT/dataset/dataset_root/images/0009176.png"}, {"type": "text", "text": "左半部分几乎垂直、边缘有起伏的裂缝"}]}, {"role": "assistant", "content": [{"type": "text", "text": "<|object_ref_start|><|box_start|><67><115><805><341><|box_end|><|point_start|><442><234><|point_end|>"}]}], "boxes": [{"bbox": [48.0, 28.0, 142.0, 335.0], "point": [97.68546637744035, 184.23692456013498], "phrase": "左半部分几乎垂直、边缘有起伏的裂缝"}], "caption": "左半部分几乎垂直、边缘有起伏的裂缝"}
762701	{"image_id": "refcrack_0009176_0009176_00_2", "width": 416, "height": 416, "vrt_indices": [91, 120, 150, 179, 209, 238, 267, 296, 355, 384, 413, 442, 501, 530, 559, 589, 618, 647, 676], "patch_points": [[61.0, 48.0], [63.0, 62.0], [74.0, 77.0], [76.0, 91.0], [87.0, 106.0], [89.0, 118.0], [88.0, 132.0], [91.0, 146.0], [99.0, 176.0], [101.0, 189.0], [102.0, 203.0], [105.0, 216.0], [117.0, 245.0], [117.0, 258.0], [118.0, 273.0], [129.0, 287.0], [129.0, 301.0], [130.0, 315.0], [132.0, 328.0]], "conversations": [{"role": "user", "content": [{"type": "image", "image": "/home/yrquni/Downloads/Unilab/PaDT/dataset/dataset_root/images/0009176.png"}, {"type": "text", "text": "从左上延伸到中下部、线条弯弯扭扭的裂缝"}]}, {"role": "assistant", "content": [{"type": "text", "text": "<|object_ref_start|><|box_start|><67><115><805><341><|box_end|><|point_start|><442><234><|point_end|>"}]}], "boxes": [{"bbox": [48.0, 28.0, 142.0, 335.0], "point": [97.68546637744035, 184.23692456013498], "phrase": "从左上延伸到中下部、线条弯弯扭扭的裂缝"}], "caption": "从左上延伸到中下部、线条弯弯扭扭的裂缝"}
